,model,celltype,feature,source
22637,Sei,HCT-116_Colon,ELL2,Cistrome Project | ID:55646
22638,Sei,HCT-116_Colon,ELL2,Cistrome Project | ID:55647
22639,Sei,HCT-116_Colon,ELL2,Cistrome Project | ID:55648
22640,Sei,HeLa_Epithelium_Cervix,POLR2A,Cistrome Project | ID:5566
22641,Sei,HCT-116_Colon,LEO1,Cistrome Project | ID:55661
22642,Sei,HCT-116_Colon,POLR2A,Cistrome Project | ID:55662
22643,Sei,HCT-116_Colon,POLR2A,Cistrome Project | ID:55663
22644,Sei,HCT-116_Colon,PAF1,Cistrome Project | ID:55664
22645,Sei,HCT-116_Colon,PAF1,Cistrome Project | ID:55665
22646,Sei,HCT-116_Colon,PAF1,Cistrome Project | ID:55666
22647,Sei,HCT-116_Colon,PAF1,Cistrome Project | ID:55667
22648,Sei,HCT-116_Colon,PAF1,Cistrome Project | ID:55668
22649,Sei,HCT-116_Colon,PAF1,Cistrome Project | ID:55669
22650,Sei,HeLa_Epithelium_Cervix,POLR2A,Cistrome Project | ID:5567
22651,Sei,HCT-116_Colon,POLR2A,Cistrome Project | ID:55670
22652,Sei,HCT-116_Colon,POLR2A,Cistrome Project | ID:55671
22653,Sei,HCT-116_Colon,POLR2A,Cistrome Project | ID:55672
22654,Sei,HCT-116_Colon,POLR2A,Cistrome Project | ID:55673
22655,Sei,HCT-116_Colon,POLR2A,Cistrome Project | ID:55674
22656,Sei,HCT-116_Colon,POLR2A,Cistrome Project | ID:55675
22657,Sei,HCT-116_Colon,POLR2A,Cistrome Project | ID:55677
22658,Sei,HCT-116_Colon,POLR2A,Cistrome Project | ID:55679
22659,Sei,HeLa_Epithelium_Cervix,POLR2A,Cistrome Project | ID:5568
22660,Sei,MCF-7_Epithelium_Breast,PAF1,Cistrome Project | ID:55682
22661,Sei,MCF-7_Epithelium_Breast,POLR2A,Cistrome Project | ID:55683
22662,Sei,HeLa_Epithelium_Cervix,POLR2M,Cistrome Project | ID:5569
22663,Sei,HeLa_Epithelium_Cervix,POLR2M,Cistrome Project | ID:5570
22664,Sei,VCaP_Epithelium_Prostate,POLR2A,Cistrome Project | ID:55707
22665,Sei,VCaP_Epithelium_Prostate,POLR2A,Cistrome Project | ID:55708
22666,Sei,VCaP_Epithelium_Prostate,POLR2A,Cistrome Project | ID:55709
22667,Sei,HeLa_Epithelium_Cervix,POLR2A,Cistrome Project | ID:5571
22668,Sei,VCaP_Epithelium_Prostate,POLR2A,Cistrome Project | ID:55710
22669,Sei,VCaP_Epithelium_Prostate,POLR2A,Cistrome Project | ID:55711
22670,Sei,VCaP_Epithelium_Prostate,POLR2A,Cistrome Project | ID:55712
22671,Sei,VCaP_Epithelium_Prostate,POLR2A,Cistrome Project | ID:55713
22672,Sei,VCaP_Epithelium_Prostate,SUMO2,Cistrome Project | ID:55715
22673,Sei,VCaP_Epithelium_Prostate,SUMO2,Cistrome Project | ID:55716
22674,Sei,VCaP_Epithelium_Prostate,SUMO2,Cistrome Project | ID:55717
22675,Sei,VCaP_Epithelium_Prostate,SUMO2,Cistrome Project | ID:55718
22676,Sei,HeLa_Epithelium_Cervix,POLR2A,Cistrome Project | ID:5572
22677,Sei,VCaP_Epithelium_Prostate,SUMO2,Cistrome Project | ID:55721
22678,Sei,VCaP_Epithelium_Prostate,SUMO2,Cistrome Project | ID:55722
22679,Sei,VCaP_Epithelium_Prostate,SUMO2,Cistrome Project | ID:55723
22680,Sei,VCaP_Epithelium_Prostate,SUMO2,Cistrome Project | ID:55724
22681,Sei,VCaP_Epithelium_Prostate,SUMO2,Cistrome Project | ID:55725
22682,Sei,VCaP_Epithelium_Prostate,SUMO2,Cistrome Project | ID:55726
22683,Sei,K562_Erythroblast_Bone_Marrow,CTCF,Cistrome Project | ID:55727
22684,Sei,K562_Erythroblast_Bone_Marrow,CTCF,Cistrome Project | ID:55728
22685,Sei,K562_Erythroblast_Bone_Marrow,GATA1,Cistrome Project | ID:55729
22686,Sei,Erythroblast_Blood,GATA1,Cistrome Project | ID:5573
22687,Sei,K562_Erythroblast_Bone_Marrow,GATA1,Cistrome Project | ID:55730
22688,Sei,K562_Erythroblast_Bone_Marrow,H3K27ac,Cistrome Project | ID:55731
22689,Sei,K562_Erythroblast_Bone_Marrow,H3K36me3,Cistrome Project | ID:55732
22690,Sei,K562_Erythroblast_Bone_Marrow,H3K4me1,Cistrome Project | ID:55733
22691,Sei,K562_Erythroblast_Bone_Marrow,H3K4me1,Cistrome Project | ID:55734
22692,Sei,K562_Erythroblast_Bone_Marrow,SPI1,Cistrome Project | ID:55738
22693,Sei,K562_Erythroblast_Bone_Marrow,SPI1,Cistrome Project | ID:55739
22694,Sei,Erythroblast_Blood,GATA1,Cistrome Project | ID:5574
22695,Sei,K562_Erythroblast_Bone_Marrow,REST,Cistrome Project | ID:55740
22696,Sei,K562_Erythroblast_Bone_Marrow,REST,Cistrome Project | ID:55741
22697,Sei,K562_Erythroblast_Bone_Marrow,H3K27ac,Cistrome Project | ID:55742
22698,Sei,K562_Erythroblast_Bone_Marrow,H3K4me3,Cistrome Project | ID:55745
22699,Sei,K562_Erythroblast_Bone_Marrow,H3K4me3,Cistrome Project | ID:55746
22700,Sei,Blood,H3K4me3,Cistrome Project | ID:55749
22701,Sei,DUCaP_Epithelium_Prostate,AR,Cistrome Project | ID:55752
22702,Sei,ALL-SIL_T_Lymphocyte_Blood,H3K27ac,Cistrome Project | ID:55768
22703,Sei,Cardiomyocyte_Heart,EP300,Cistrome Project | ID:5577
22704,Sei,K562_Erythroblast_Bone_Marrow,CTCF,Cistrome Project | ID:55770
22705,Sei,K562_Erythroblast_Bone_Marrow,CTCFL,Cistrome Project | ID:55771
22706,Sei,Delta47,CTCF,Cistrome Project | ID:55774
22707,Sei,Delta47,CTCFL,Cistrome Project | ID:55775
22708,Sei,Ovcar8,CTCF,Cistrome Project | ID:55778
22709,Sei,Ovcar8,CTCFL,Cistrome Project | ID:55779
22710,Sei,Cardiomyocyte_Heart,EP300,Cistrome Project | ID:5578
22711,Sei,MCF-7_Epithelium_Breast,CTCF,Cistrome Project | ID:55781
22712,Sei,MCF-7_Epithelium_Breast,CTCF,Cistrome Project | ID:55782
22713,Sei,MCF-7_Epithelium_Breast,CTCF,Cistrome Project | ID:55783
22714,Sei,MCF-7_Epithelium_Breast,CTCFL,Cistrome Project | ID:55784
22715,Sei,MCF-7_Epithelium_Breast,CTCFL,Cistrome Project | ID:55785
22716,Sei,Cardiomyocyte_Heart,POLR2A,Cistrome Project | ID:5579
22717,Sei,HEK293_Epithelium_Embryonic_Kidney,POLR2A,Cistrome Project | ID:55798
22718,Sei,HEK293_Epithelium_Embryonic_Kidney,POLR2A,Cistrome Project | ID:55799
22719,Sei,HEK293_Epithelium_Embryonic_Kidney,POLR2A,Cistrome Project | ID:55800
22720,Sei,HEK293_Epithelium_Embryonic_Kidney,POLR2A,Cistrome Project | ID:55804
22721,Sei,HEK293_Epithelium_Embryonic_Kidney,POLR2A,Cistrome Project | ID:55805
22722,Sei,HEK293_Epithelium_Embryonic_Kidney,POLR2A,Cistrome Project | ID:55806
22723,Sei,TC-797,BRD4,Cistrome Project | ID:55812
22724,Sei,TC-797,BRD4,Cistrome Project | ID:55813
22725,Sei,293T,BRD4,Cistrome Project | ID:55816
22726,Sei,293T,BRD4,Cistrome Project | ID:55817
22727,Sei,TC-797,BRD4,Cistrome Project | ID:55821
22728,Sei,TC-797,BRD4,Cistrome Project | ID:55822
22729,Sei,TC-797,BRD4,Cistrome Project | ID:55825
22730,Sei,TC-797,BRD4,Cistrome Project | ID:55826
22731,Sei,TC-797,H3K9ac,Cistrome Project | ID:55829
22732,Sei,TC-797,H3K9ac,Cistrome Project | ID:55830
22733,Sei,TC-797,H3K27ac,Cistrome Project | ID:55833
22734,Sei,TC-797,H3K27ac,Cistrome Project | ID:55834
22735,Sei,TC-797,BRD4,Cistrome Project | ID:55844
22736,Sei,1015c,BRD4,Cistrome Project | ID:55846
22737,Sei,10326,BRD3,Cistrome Project | ID:55848
22738,Sei,1015c,H3K27ac,Cistrome Project | ID:55850
22739,Sei,TC-797,H3K27ac,Cistrome Project | ID:55853
22740,Sei,TC-797,BRD4,Cistrome Project | ID:55854
22741,Sei,293T-Rex,H3K27ac,Cistrome Project | ID:55857
22742,Sei,293T-Rex,H3K27ac,Cistrome Project | ID:55861
22743,Sei,293T-Rex,H3K27ac,Cistrome Project | ID:55865
22744,Sei,293T-Rex,BRD4,Cistrome Project | ID:55868
22745,Sei,293T-Rex,BRD4,Cistrome Project | ID:55869
22746,Sei,IMR90_Fibroblast_Lung,Histone Lysine Acetylation,Cistrome Project | ID:5588
22747,Sei,IMR90_Fibroblast_Lung,Histone Lysine Crotonylation,Cistrome Project | ID:5589
22748,Sei,Fibroblast,T,Cistrome Project | ID:55895
22749,Sei,Fibroblast,H3K4me2,Cistrome Project | ID:55897
22750,Sei,Fibroblast,H3K4me2,Cistrome Project | ID:55898
22751,Sei,Fibroblast,H3K4me3,Cistrome Project | ID:55899
22752,Sei,GM10855_Lymphocyte_Blood,VDR,Cistrome Project | ID:559
22753,Sei,T_Lymphocyte,T,Cistrome Project | ID:55903
22754,Sei,T_Lymphocyte,H3K27me3,Cistrome Project | ID:55904
22755,Sei,T_Lymphocyte,H3K4me2,Cistrome Project | ID:55906
22756,Sei,T_Lymphocyte,H3K4me3,Cistrome Project | ID:55907
22757,Sei,Intermediate,H3K27ac,Cistrome Project | ID:55911
22758,Sei,Intermediate,H3K4me1,Cistrome Project | ID:55912
22759,Sei,Intermediate,H3K4me2,Cistrome Project | ID:55913
22760,Sei,Intermediate,H3K4me2,Cistrome Project | ID:55914
22761,Sei,Intermediate,H3K4me3,Cistrome Project | ID:55915
22762,Sei,Intermediate,H3K4me2,Cistrome Project | ID:55918
22763,Sei,Intermediate,H3K27ac,Cistrome Project | ID:55919
22764,Sei,Intermediate,H3K4me2,Cistrome Project | ID:55921
22765,Sei,Intermediate,H3K4me3,Cistrome Project | ID:55922
22766,Sei,Intermediate,H3K4me2,Cistrome Project | ID:55925
22767,Sei,Intermediate,H3K4me3,Cistrome Project | ID:55926
22768,Sei,Intermediate,H3K27ac,Cistrome Project | ID:55927
22769,Sei,Intermediate,H3K27ac,Cistrome Project | ID:55931
22770,Sei,Intermediate,H3K4me2,Cistrome Project | ID:55933
22771,Sei,Intermediate,H3K4me2,Cistrome Project | ID:55934
22772,Sei,Intermediate,H3K4me3,Cistrome Project | ID:55935
22773,Sei,Monocyte_Bone_Marrow,H3K27ac,Cistrome Project | ID:55961
22774,Sei,GM10855_Lymphocyte_Blood,VDR,Cistrome Project | ID:560
22775,Sei,Jurkat_T_Lymphocyte_Blood,CDK12,Cistrome Project | ID:56010
22776,Sei,Jurkat_T_Lymphocyte_Blood,POLR2A,Cistrome Project | ID:56011
22777,Sei,Jurkat_T_Lymphocyte_Blood,POLR2A,Cistrome Project | ID:56012
22778,Sei,Jurkat_T_Lymphocyte_Blood,POLR2A,Cistrome Project | ID:56013
22779,Sei,HCT-116_Colon,H3K4me3,Cistrome Project | ID:56016
22780,Sei,HCT-116_Colon,H3K4me3,Cistrome Project | ID:56017
22781,Sei,HCT-116_Colon,H3K4me3,Cistrome Project | ID:56018
22782,Sei,HCT-116_Colon,H3K4me3,Cistrome Project | ID:56019
22783,Sei,OS25_Embryonic_Stem_Cell_Embryo,RNF2,Cistrome Project | ID:5603
22784,Sei,HepG2_Epithelium_Liver,RAD21,Cistrome Project | ID:56037
22785,Sei,HepG2_Epithelium_Liver,RAD21,Cistrome Project | ID:56038
22786,Sei,HepG2_Epithelium_Liver,RAD21,Cistrome Project | ID:56039
22787,Sei,HepG2_Epithelium_Liver,RAD21,Cistrome Project | ID:56040
22788,Sei,HepG2_Epithelium_Liver,RAD21,Cistrome Project | ID:56041
22789,Sei,HepG2_Epithelium_Liver,GABPA,Cistrome Project | ID:56042
22790,Sei,HepG2_Epithelium_Liver,GABPA,Cistrome Project | ID:56043
22791,Sei,HepG2_Epithelium_Liver,GABPA,Cistrome Project | ID:56044
22792,Sei,HepG2_Epithelium_Liver,GABPA,Cistrome Project | ID:56045
22793,Sei,HepG2_Epithelium_Liver,GABPA,Cistrome Project | ID:56046
22794,Sei,HepG2_Epithelium_Liver,CREB1,Cistrome Project | ID:56047
22795,Sei,HepG2_Epithelium_Liver,CREB1,Cistrome Project | ID:56048
22796,Sei,HepG2_Epithelium_Liver,CREB1,Cistrome Project | ID:56049
22797,Sei,HepG2_Epithelium_Liver,CREB1,Cistrome Project | ID:56050
22798,Sei,HepG2_Epithelium_Liver,CREB1,Cistrome Project | ID:56051
22799,Sei,HepG2_Epithelium_Liver,CREB1,Cistrome Project | ID:56052
22800,Sei,HepG2_Epithelium_Liver,ATF1,Cistrome Project | ID:56053
22801,Sei,HepG2_Epithelium_Liver,ATF1,Cistrome Project | ID:56054
22802,Sei,MCF-7_Epithelium_Breast,RAD21,Cistrome Project | ID:56055
22803,Sei,MCF-7_Epithelium_Breast,RAD21,Cistrome Project | ID:56056
22804,Sei,MCF-7_Epithelium_Breast,RAD21,Cistrome Project | ID:56057
22805,Sei,MCF-7_Epithelium_Breast,RAD21,Cistrome Project | ID:56058
22806,Sei,MCF-7_Epithelium_Breast,RAD21,Cistrome Project | ID:56059
22807,Sei,MCF-7_Epithelium_Breast,RAD21,Cistrome Project | ID:56060
22808,Sei,GM10855_Lymphocyte_Blood,VDR,Cistrome Project | ID:561
22809,Sei,MDA-MB-231_Epithelium_Breast,NR3C1,Cistrome Project | ID:56100
22810,Sei,MDA-MB-231_Epithelium_Breast,NR3C1,Cistrome Project | ID:56102
22811,Sei,MDA-MB-231_Epithelium_Breast,NR3C1,Cistrome Project | ID:56103
22812,Sei,MDA-MB-231_Epithelium_Breast,NR3C1,Cistrome Project | ID:56105
22813,Sei,Prostate,AR,Cistrome Project | ID:56106
22814,Sei,Prostate,AR,Cistrome Project | ID:56107
22815,Sei,Prostate,AR,Cistrome Project | ID:56108
22816,Sei,Prostate,AR,Cistrome Project | ID:56109
22817,Sei,Prostate,AR,Cistrome Project | ID:56110
22818,Sei,Prostate,AR,Cistrome Project | ID:56111
22819,Sei,Prostate,AR,Cistrome Project | ID:56112
22820,Sei,Prostate,AR,Cistrome Project | ID:56113
22821,Sei,Prostate,AR,Cistrome Project | ID:56114
22822,Sei,Prostate,AR,Cistrome Project | ID:56115
22823,Sei,Prostate,AR,Cistrome Project | ID:56116
22824,Sei,Prostate,AR,Cistrome Project | ID:56118
22825,Sei,Prostate,AR,Cistrome Project | ID:56119
22826,Sei,Prostate,AR,Cistrome Project | ID:56120
22827,Sei,Prostate,AR,Cistrome Project | ID:56121
22828,Sei,Prostate,AR,Cistrome Project | ID:56122
22829,Sei,Prostate,AR,Cistrome Project | ID:56123
22830,Sei,Prostate,AR,Cistrome Project | ID:56124
22831,Sei,Prostate,AR,Cistrome Project | ID:56125
22832,Sei,MCF-7_Epithelium_Breast,APOBEC3B,Cistrome Project | ID:56126
22833,Sei,MCF-7_Epithelium_Breast,APOBEC3B,Cistrome Project | ID:56127
22834,Sei,MCF-7_Epithelium_Breast,H2AFX,Cistrome Project | ID:56129
22835,Sei,MCF-7_Epithelium_Breast,H2AFX,Cistrome Project | ID:56131
22836,Sei,MCF-7_Epithelium_Breast,H2AFX,Cistrome Project | ID:56132
22837,Sei,GM10855_Lymphocyte_Blood,VDR,Cistrome Project | ID:562
22838,Sei,LNCaP_Epithelium_Prostate,AR,Cistrome Project | ID:56205
22839,Sei,LNCaP_Epithelium_Prostate,AR,Cistrome Project | ID:56206
22840,Sei,LNCaP_Epithelium_Prostate,AR,Cistrome Project | ID:56207
22841,Sei,C4-2B_Epithelium_Prostate,AR,Cistrome Project | ID:56208
22842,Sei,C4-2B_Epithelium_Prostate,AR,Cistrome Project | ID:56209
22843,Sei,C4-2B_Epithelium_Prostate,AR,Cistrome Project | ID:56211
22844,Sei,Neural_Stem_Cell,H3K4me3,Cistrome Project | ID:56218
22845,Sei,Neural_Stem_Cell,H3K4me3,Cistrome Project | ID:56219
22846,Sei,HeLa_Epithelium_Cervix,H3K4me1,Cistrome Project | ID:56225
22847,Sei,HeLa_Epithelium_Cervix,H3K4me1,Cistrome Project | ID:56226
22848,Sei,HeLa_Epithelium_Cervix,H3K27ac,Cistrome Project | ID:56227
22849,Sei,HeLa_Epithelium_Cervix,H3K27ac,Cistrome Project | ID:56228
22850,Sei,HeLa_Epithelium_Cervix,H3K4me3,Cistrome Project | ID:56229
22851,Sei,HeLa_Epithelium_Cervix,H3K4me3,Cistrome Project | ID:56230
22852,Sei,HeLa_Epithelium_Cervix,EP300,Cistrome Project | ID:56231
22853,Sei,HeLa_Epithelium_Cervix,EP300,Cistrome Project | ID:56232
22854,Sei,HeLa_Epithelium_Cervix,EP300,Cistrome Project | ID:56233
22855,Sei,HeLa_Epithelium_Cervix,EP300,Cistrome Project | ID:56234
22856,Sei,CClp1,"TEAD1, TEAD4",Cistrome Project | ID:56245
22857,Sei,CClp1,BIRA,Cistrome Project | ID:56247
22858,Sei,CClp1,YAP1,Cistrome Project | ID:56248
22859,Sei,Epithelium_Mammary_Gland,E2F1,Cistrome Project | ID:56252
22860,Sei,LNCaP_Epithelium_Prostate,AR,Cistrome Project | ID:56254
22861,Sei,LNCaP_Epithelium_Prostate,AR,Cistrome Project | ID:56255
22862,Sei,LNCaP_Epithelium_Prostate,AR,Cistrome Project | ID:56256
22863,Sei,LNCaP_Epithelium_Prostate,AR,Cistrome Project | ID:56257
22864,Sei,CWR22Pc_Epithelium_Prostate,AR,Cistrome Project | ID:56264
22865,Sei,CWR22Pc_Epithelium_Prostate,AR,Cistrome Project | ID:56265
22866,Sei,CWR22Pc_Epithelium_Prostate,AR,Cistrome Project | ID:56267
22867,Sei,OF4155_Neural_Progenitor_Cell,FOXP1,Cistrome Project | ID:56275
22868,Sei,HEK293T_Epithelium_Embryonic_Kidney,BRD1,Cistrome Project | ID:56279
22869,Sei,HEK293T_Epithelium_Embryonic_Kidney,BRD1,Cistrome Project | ID:56280
22870,Sei,Mesenchymal_Stem_Cell_Umbilical_Cord,H3K27ac,Cistrome Project | ID:56331
22871,Sei,Mesenchymal_Stem_Cell_Umbilical_Cord,H3K27ac,Cistrome Project | ID:56332
22872,Sei,Mesenchymal_Stem_Cell_Umbilical_Cord,H3K27ac,Cistrome Project | ID:56333
22873,Sei,Mesenchymal_Stem_Cell_Umbilical_Cord,H3K27ac,Cistrome Project | ID:56334
22874,Sei,Mesenchymal_Stem_Cell_Umbilical_Cord,H3K27ac,Cistrome Project | ID:56335
22875,Sei,Mesenchymal_Stem_Cell_Umbilical_Cord,H3K27ac,Cistrome Project | ID:56336
22876,Sei,Mesenchymal_Stem_Cell_Umbilical_Cord,H3K27me3,Cistrome Project | ID:56337
22877,Sei,Mesenchymal_Stem_Cell_Umbilical_Cord,H3K27me3,Cistrome Project | ID:56338
22878,Sei,MOLM-14_Myeloid_Cell,H3K4me1,Cistrome Project | ID:56344
22879,Sei,MOLM-14_Myeloid_Cell,H3K27ac,Cistrome Project | ID:56345
22880,Sei,MOLM-14_Myeloid_Cell,POLR2A,Cistrome Project | ID:56347
22881,Sei,MOLM-14_Myeloid_Cell,POLR2A,Cistrome Project | ID:56349
22882,Sei,MOLM-14_Myeloid_Cell,CDK8,Cistrome Project | ID:56351
22883,Sei,MOLM-14_Myeloid_Cell,CDK8,Cistrome Project | ID:56353
22884,Sei,MOLM-14_Myeloid_Cell,MED1,Cistrome Project | ID:56355
22885,Sei,MOLM-14_Myeloid_Cell,BRD4,Cistrome Project | ID:56357
22886,Sei,MOLM-14_Myeloid_Cell,BRD4,Cistrome Project | ID:56359
22887,Sei,MOLM-14_Myeloid_Cell,H3K27ac,Cistrome Project | ID:56361
22888,Sei,MOLM-14_Myeloid_Cell,H3K27ac,Cistrome Project | ID:56363
22889,Sei,MOLM-14_Myeloid_Cell,H3K27ac,Cistrome Project | ID:56365
22890,Sei,MOLM-14_Myeloid_Cell,H3K27ac,Cistrome Project | ID:56367
22891,Sei,SET2_Megakaryoblastic_Blood,CDK8,Cistrome Project | ID:56369
22892,Sei,SET2_Megakaryoblastic_Blood,H3K27ac,Cistrome Project | ID:56373
22893,Sei,MV4-11_Macrophage_Blood,CDK8,Cistrome Project | ID:56375
22894,Sei,MV4-11_Macrophage_Blood,H3K27ac,Cistrome Project | ID:56377
22895,Sei,K562_Erythroblast_Bone_Marrow,CDK8,Cistrome Project | ID:56379
22896,Sei,Prostate,AR,Cistrome Project | ID:56390
22897,Sei,Prostate,AR,Cistrome Project | ID:56391
22898,Sei,Prostate,AR,Cistrome Project | ID:56392
22899,Sei,GM10861_Lymphocyte_Blood,VDR,Cistrome Project | ID:564
22900,Sei,SH-SY5Y_Bone_Marrow,H3K27ac,Cistrome Project | ID:56400
22901,Sei,KELLY,GATA3,Cistrome Project | ID:56401
22902,Sei,SH-SY5Y_Bone_Marrow,GATA3,Cistrome Project | ID:56402
22903,Sei,BE2-C_Neuroblast_Brain,GATA3,Cistrome Project | ID:56403
22904,Sei,Epithelium_Breast,MYC,Cistrome Project | ID:56427
22905,Sei,MCF-7_Epithelium_Breast,TOP2B,Cistrome Project | ID:56433
22906,Sei,H358_Lung,H3K27ac,Cistrome Project | ID:56437
22907,Sei,H358_Lung,H3K27ac,Cistrome Project | ID:56438
22908,Sei,H2009_Lung,H3K27ac,Cistrome Project | ID:56439
22909,Sei,H2009_Lung,H3K27ac,Cistrome Project | ID:56440
22910,Sei,HCC95_Epithelium_Lung,H3K27ac,Cistrome Project | ID:56441
22911,Sei,Ishikawa_Epithelium_Uterus,H3K27ac,Cistrome Project | ID:56442
22912,Sei,Ishikawa_Epithelium_Uterus,H3K27ac,Cistrome Project | ID:56443
22913,Sei,HEK293T_Epithelium_Embryonic_Kidney,EHMT2,Cistrome Project | ID:56446
22914,Sei,HEK293T_Epithelium_Embryonic_Kidney,EHMT2,Cistrome Project | ID:56447
22915,Sei,HEK293T_Epithelium_Embryonic_Kidney,EHMT2,Cistrome Project | ID:56448
22916,Sei,HEK293T_Epithelium_Embryonic_Kidney,EHMT2,Cistrome Project | ID:56449
22917,Sei,HEK293T_Epithelium_Embryonic_Kidney,H3K9me2,Cistrome Project | ID:56451
22918,Sei,HEK293T_Epithelium_Embryonic_Kidney,H3K9me2,Cistrome Project | ID:56452
22919,Sei,HEK293T_Epithelium_Embryonic_Kidney,H3K9me2,Cistrome Project | ID:56453
22920,Sei,HEK293T_Epithelium_Embryonic_Kidney,EHMT2,Cistrome Project | ID:56454
22921,Sei,HEK293T_Epithelium_Embryonic_Kidney,EHMT2,Cistrome Project | ID:56455
22922,Sei,HEK293T_Epithelium_Embryonic_Kidney,EHMT2,Cistrome Project | ID:56456
22923,Sei,HEK293T_Epithelium_Embryonic_Kidney,EHMT2,Cistrome Project | ID:56457
22924,Sei,HEK293T_Epithelium_Embryonic_Kidney,H3K9me2,Cistrome Project | ID:56458
22925,Sei,HEK293T_Epithelium_Embryonic_Kidney,H3K9me2,Cistrome Project | ID:56459
22926,Sei,HEK293T_Epithelium_Embryonic_Kidney,H3K9me2,Cistrome Project | ID:56460
22927,Sei,HEK293T_Epithelium_Embryonic_Kidney,H3K9me2,Cistrome Project | ID:56461
22928,Sei,HEK293T_Epithelium_Embryonic_Kidney,EHMT2,Cistrome Project | ID:56462
22929,Sei,HEK293T_Epithelium_Embryonic_Kidney,EHMT2,Cistrome Project | ID:56463
22930,Sei,HEK293T_Epithelium_Embryonic_Kidney,H3K9me2,Cistrome Project | ID:56464
22931,Sei,HEK293T_Epithelium_Embryonic_Kidney,EHMT2,Cistrome Project | ID:56466
22932,Sei,HEK293T_Epithelium_Embryonic_Kidney,EHMT2,Cistrome Project | ID:56467
22933,Sei,B_Lymphocyte_Tonsil,H3K4me1,Cistrome Project | ID:56476
22934,Sei,B_Lymphocyte_Tonsil,H3K4me3,Cistrome Project | ID:56477
22935,Sei,B_Lymphocyte_Tonsil,KMT2D,Cistrome Project | ID:56478
22936,Sei,B_Lymphocyte_Tonsil,H3K4me1,Cistrome Project | ID:56479
22937,Sei,B_Lymphocyte_Tonsil,H3K4me3,Cistrome Project | ID:56480
22938,Sei,B_Lymphocyte_Tonsil,KMT2D,Cistrome Project | ID:56481
22939,Sei,K562_Erythroblast_Bone_Marrow,H3K27ac,Cistrome Project | ID:56499
22940,Sei,GM10861_Lymphocyte_Blood,VDR,Cistrome Project | ID:565
22941,Sei,MOLM-13,H3K27ac,Cistrome Project | ID:56501
22942,Sei,HEK293_Epithelium_Embryonic_Kidney,H3K4me3,Cistrome Project | ID:56510
22943,Sei,HEK293_Epithelium_Embryonic_Kidney,H3K4me3,Cistrome Project | ID:56512
22944,Sei,HEK293_Epithelium_Embryonic_Kidney,H3K4me3,Cistrome Project | ID:56514
22945,Sei,HT1080_Connective_Tissue,H3K27ac,Cistrome Project | ID:56529
22946,Sei,HT1080_Connective_Tissue,H3K27ac,Cistrome Project | ID:56530
22947,Sei,MSTO,YAP1,Cistrome Project | ID:56534
22948,Sei,MSTO,TEAD1,Cistrome Project | ID:56535
22949,Sei,MSTO,H3K27ac,Cistrome Project | ID:56536
22950,Sei,HuCCT1,YAP1,Cistrome Project | ID:56538
22951,Sei,HuCCT1,TEAD1,Cistrome Project | ID:56542
22952,Sei,HuCCT1,TEAD4,Cistrome Project | ID:56543
22953,Sei,HuCCT1,H3K4me3,Cistrome Project | ID:56550
22954,Sei,HuCCT1,H3K27ac,Cistrome Project | ID:56551
22955,Sei,HuCCT1,H3K27ac,Cistrome Project | ID:56552
22956,Sei,HuCCT1,H3K4me1,Cistrome Project | ID:56553
22957,Sei,HuCCT1,H3K4me1,Cistrome Project | ID:56554
22958,Sei,HuCCT1,MED1,Cistrome Project | ID:56555
22959,Sei,HuCCT1,MED1,Cistrome Project | ID:56556
22960,Sei,HuCCT1,SMC1A,Cistrome Project | ID:56557
22961,Sei,HuCCT1,SMC1A,Cistrome Project | ID:56558
22962,Sei,HuCCT1,POLR2A,Cistrome Project | ID:56559
22963,Sei,HuCCT1,POLR2A,Cistrome Project | ID:56560
22964,Sei,HuCCT1,POLR2A,Cistrome Project | ID:56561
22965,Sei,HuCCT1,POLR2A,Cistrome Project | ID:56562
22966,Sei,HuCCT1,POLR2A,Cistrome Project | ID:56563
22967,Sei,HuCCT1,POLR2A,Cistrome Project | ID:56564
22968,Sei,HuCCT1,CDK9,Cistrome Project | ID:56565
22969,Sei,HuCCT1,CDK9,Cistrome Project | ID:56566
22970,Sei,HepG2_Epithelium_Liver,H3K4me3,Cistrome Project | ID:56569
22971,Sei,HepG2_Epithelium_Liver,POLR2A,Cistrome Project | ID:56570
22972,Sei,HepG2_Epithelium_Liver,H3K27ac,Cistrome Project | ID:56571
22973,Sei,BE2-C_Neuroblast_Brain,H3K27ac,Cistrome Project | ID:56597
22974,Sei,BE2-C_Neuroblast_Brain,GATA3,Cistrome Project | ID:56598
22975,Sei,GM10861_Lymphocyte_Blood,VDR,Cistrome Project | ID:566
22976,Sei,NGP,H3K27ac,Cistrome Project | ID:56600
22977,Sei,NGP,GATA3,Cistrome Project | ID:56601
22978,Sei,BE2-C_Neuroblast_Brain,H3K27ac,Cistrome Project | ID:56603
22979,Sei,HCT-116_Colon,POLR2A,Cistrome Project | ID:5661
22980,Sei,IMR90_Fibroblast_Lung,POLR2M,Cistrome Project | ID:5662
22981,Sei,IMR90_Fibroblast_Lung,POLR2A,Cistrome Project | ID:5663
22982,Sei,MDA-MB-231_Epithelium_Breast,JUN,Cistrome Project | ID:56632
22983,Sei,MDA-MB-231_Epithelium_Breast,JUN,Cistrome Project | ID:56633
