Dim1,Dim2,Group,Expression
14.559497,6.683062,Real,0.42
16.138601,5.645599,Real,0.04
14.892219,7.2113547,Real,-0.12
14.133083,4.898343,Real,0.31
14.580717,6.4538503,Real,0.22
14.11207,6.2507086,Real,0.07
14.468553,6.336111,Real,0.08
12.919177,3.6606326,Real,-0.18
14.457244,6.103405,Real,-0.2
14.204493,6.1635184,Real,0.07
14.078259,6.3745055,Real,0.01
12.211331,4.46211,Real,-0.17
13.440246,4.030915,Real,0.29
11.906046,3.8969772,Real,0.03
11.747,3.9742541,Real,-0.04
14.3183365,4.6217465,Real,0.13
14.082249,6.1693397,Real,0.12
13.659562,4.1633806,Real,-0.06
12.475722,4.9333124,Real,-0.17
14.612275,8.068008,Real,-0.17
14.495976,8.13996,Real,-0.37
13.068142,4.600042,Real,0.32
14.20156,6.880662,Real,0.15
14.711266,7.125928,Real,0.12
12.160307,4.013021,Real,0.58
14.001048,6.726119,Real,0.08
14.731653,9.677266,Real,0.01
14.676858,5.00633,Real,0.06
13.280838,3.8351989,Real,0.02
14.71076,4.8872023,Real,0.01
15.144626,7.9488583,Real,0.22
15.642513,7.0745745,Real,-0.06
14.942972,6.4771037,Real,-0.08
15.941686,5.9349284,Real,0.15
15.261301,4.3380127,Real,0.12
15.755428,6.466883,Real,0.07
14.610243,10.205876,Real,0.15
15.74659,6.2545543,Real,0.13
14.980631,9.589327,Real,0.1
12.006027,3.990492,Real,0.24
11.905136,3.7474525,Real,0.09
12.02306,3.7062411,Real,-0.08
15.496152,6.5001903,Real,0.11
14.358008,6.029995,Real,-0.01
11.842593,3.874331,Real,-0.3
14.482642,6.410123,Real,0.16
11.953901,3.9924598,Real,0.1
12.014356,4.0507984,Real,0.06
12.369099,8.258932,Real,0.33
13.953182,4.7347107,Real,0.14
11.843972,4.114317,Real,-0.18
12.229202,3.9092476,Real,0.13
12.999203,3.603397,Real,0.08
12.845487,3.9372835,Real,0.01
13.651229,5.089494,Real,0.02
14.581854,6.4714746,Real,-0.19
12.9737835,4.2791066,Real,-0.21
14.270865,8.275737,Real,0.03
15.811,6.0231357,Real,-0.04
14.318776,8.165751,Real,-0.13
14.7899685,4.932915,Real,0.07
16.052313,5.9987555,Real,-0.11
14.204325,6.080714,Real,-0.17
14.317492,8.157719,Real,0.0
13.993193,5.901095,Real,-0.19
14.363281,9.699618,Real,-0.21
13.176529,5.6943645,Real,0.12
13.324804,4.4588013,Real,0.05
13.570251,4.604591,Real,-0.18
12.035505,3.624177,Real,0.1
13.280363,4.3877635,Real,0.08
12.093068,3.4171333,Real,0.0
14.131611,9.146941,Real,0.01
13.996523,9.052895,Real,-0.08
14.289371,10.484858,Real,-0.94
13.510551,4.9477334,Real,-0.08
12.170375,3.692147,Real,-0.08
12.36337,3.7196696,Real,-0.3
12.196831,3.77209,Real,0.01
13.269963,4.430565,Real,-0.03
13.020669,5.7476897,Real,-0.48
11.938548,3.7962036,Real,-0.01
11.913655,3.7717645,Real,-0.02
12.194173,3.7165973,Real,-0.07
13.869221,7.96676,Real,-0.04
13.956342,6.9767084,Real,-0.14
12.374631,4.3489647,Real,-0.2
13.274345,4.34123,Real,0.08
12.242159,3.7839124,Real,-0.02
12.115756,3.7881699,Real,-0.04
15.208014,6.6081915,Real,0.13
12.708543,4.3108444,Real,0.09
15.367351,6.8480806,Real,-0.12
15.084537,6.7136874,Real,0.08
14.144214,8.65656,Real,0.02
13.306583,6.573019,Real,0.01
14.389915,7.151263,Real,0.11
15.59284,6.924668,Real,-0.08
13.2692995,5.2483635,Real,-0.14
13.241386,4.873087,Real,-0.02
13.649409,8.138895,Real,-0.03
14.192687,8.869904,Real,-0.06
15.062297,6.5439353,Real,0.17
13.703146,5.5480742,Real,-0.11
15.422765,6.7688746,Real,-0.16
12.7542,4.078187,Real,0.08
14.404478,7.45475,Real,-0.01
12.790708,3.5930927,Real,-0.09
14.303355,9.032533,Real,0.11
13.361608,6.6515245,Real,-0.05
14.834856,6.6274695,Real,-0.05
14.798518,10.012575,Real,0.17
14.484825,8.3913555,Real,0.09
15.810006,7.118823,Real,-0.15
14.1205015,9.22432,Real,0.05
14.853759,8.590836,Real,0.02
14.415049,8.44777,Real,-0.13
12.620685,4.201088,Real,0.12
13.381285,4.9280257,Real,0.09
15.444664,7.7638717,Real,-0.04
15.864086,7.241094,Real,0.24
13.446271,5.110189,Real,-0.05
13.87331,6.14219,Real,-0.08
14.921726,9.271975,Real,0.04
13.343775,6.648067,Real,0.04
13.227611,6.4995103,Real,-0.07
15.441442,7.6167736,Real,0.14
13.7726,6.288317,Real,0.13
14.3901005,8.941855,Real,0.12
13.329167,4.9791794,Real,0.5
14.999535,5.9517365,Real,0.15
13.197884,4.837984,Real,0.03
15.838555,6.968256,Real,0.65
15.233578,6.1427255,Real,-0.1
13.213988,4.8684325,Real,-0.27
15.503834,4.257605,Real,0.82
14.094191,9.086866,Real,0.05
13.650031,6.31582,Real,-0.05
14.042637,8.504796,Real,0.05
13.994411,8.429656,Real,-0.15
14.093362,8.316292,Real,-0.24
14.618711,6.1166677,Real,0.06
12.81445,4.320245,Real,0.06
13.607412,5.2780137,Real,0.01
14.322365,8.900118,Real,0.08
14.295878,7.5159264,Real,-0.02
13.766711,5.369209,Real,-0.76
13.669747,5.509827,Real,0.13
13.625722,5.314395,Real,0.1
13.708494,5.547858,Real,-0.24
13.669211,5.477714,Real,0.06
13.159096,4.4092937,Real,-0.01
15.802006,6.9955435,Real,-0.15
13.499189,8.167479,Real,0.11
13.677928,7.92155,Real,0.08
13.110043,4.7111535,Real,-0.08
14.367301,8.900348,Real,1.04
15.902202,7.151777,Real,-0.02
15.19166,5.811915,Real,-0.24
14.507577,8.323925,Real,0.31
14.367131,7.262954,Real,0.25
14.234438,7.058217,Real,-0.07
13.602646,8.187466,Real,0.11
14.71434,6.488212,Real,0.11
14.3245945,6.03683,Real,0.05
14.487286,5.0301213,Real,0.54
14.905689,4.876848,Real,0.26
14.011237,5.0058894,Real,0.01
14.9090605,9.7876835,Real,0.2
14.431001,10.43826,Real,0.06
14.466863,4.7574825,Real,0.06
14.467291,8.850356,Real,0.49
15.147898,9.771178,Real,0.24
14.433127,8.487695,Real,-0.06
15.064468,9.2141905,Real,0.19
14.336416,10.538793,Real,0.15
14.468122,8.72187,Real,0.02
16.115643,8.005352,Real,0.53
14.784937,7.8561487,Real,0.17
16.125217,8.066389,Real,-0.37
13.87113,6.514695,Real,0.13
13.352778,7.391458,Real,-0.03
15.367533,6.7227516,Real,-0.41
15.854354,7.0603695,Real,0.49
15.145821,8.719446,Real,0.38
14.939495,8.948663,Real,0.3
14.536646,9.96663,Real,0.15
15.739506,6.733811,Real,0.13
13.647936,6.6934395,Real,-0.08
14.021263,7.598751,Real,-0.34
13.886444,10.112398,Real,-0.46
15.9927,7.45088,Real,-0.47
13.934742,8.791619,Real,-0.15
13.813772,8.586927,Real,-0.27
13.771828,6.4365683,Real,-0.72
14.2288475,10.566907,Real,0.96
14.032028,8.951714,Real,-0.08
14.484447,10.253007,Real,-0.1
14.241213,4.646083,Real,0.37
16.1732,7.703685,Real,0.3
16.1171,8.210501,Real,0.04
13.740054,8.312909,Real,0.31
15.157481,6.5630026,Real,0.24
13.195542,4.7570624,Real,0.05
13.836502,4.8710766,Real,0.38
13.420035,4.3018827,Real,0.26
15.789883,6.869507,Real,0.09
15.922736,7.1660256,Real,0.65
13.617761,4.687095,Real,0.12
13.006025,4.7890773,Real,-0.71
13.84794,5.3927455,Real,0.28
13.744473,5.5842533,Real,0.27
13.682136,8.399249,Real,-0.36
13.748968,8.506332,Real,0.17
13.747749,8.520323,Real,-0.02
14.557224,10.198238,Real,-0.27
16.060184,8.228433,Real,0.21
15.938105,7.4152956,Real,0.09
14.228984,5.070736,Real,-0.12
14.114649,8.98623,Real,-0.03
13.72147,6.9675174,Real,-0.26
13.797903,6.91715,Real,-0.36
15.495845,6.583281,Real,0.32
16.016502,8.33616,Real,0.18
12.539902,4.3852444,Real,-0.16
15.620885,5.8850465,Real,0.33
15.948956,8.130587,Real,0.01
12.550461,4.431081,Real,-0.6
10.302335,4.6081944,Real,-0.62
10.2749605,4.6116147,Real,-0.68
10.227343,4.639514,Real,-0.75
10.215264,4.6057215,Real,-0.57
9.878409,4.632173,Real,-0.62
9.85316,4.700363,Real,-0.72
10.369121,4.594378,Real,-0.24
9.9868,4.6931634,Real,-0.76
10.259311,4.559269,Real,-1.02
15.954209,8.669248,Real,0.3
15.261733,7.655899,Real,-0.22
13.93569,9.606718,Real,-0.5
10.343194,4.5922,Real,-0.34
10.367335,4.5723405,Real,-0.4
10.266862,4.5919394,Real,-0.67
13.66387,4.725476,Real,0.4
10.287947,4.597682,Real,-0.09
10.238409,4.576471,Real,-0.68
13.005138,4.536265,Real,-0.09
8.0862875,4.7463326,Real,-0.32
9.926761,4.647032,Real,-0.95
10.9749975,4.5826454,Real,-0.75
11.0018425,4.428863,Real,-0.83
11.129735,4.602117,Real,-0.88
15.010888,10.0742035,Real,0.69
11.85277,4.3610916,Real,-0.32
11.199465,4.2570376,Real,-0.64
16.104437,8.194004,Real,0.13
13.986471,9.820892,Real,0.03
14.339355,7.95903,Real,-0.13
12.84514,4.699544,Real,0.05
14.456479,5.962014,Real,-0.26
13.958729,8.344601,Real,-0.43
14.066206,4.907448,Real,0.06
13.347971,4.7819567,Real,-0.03
12.467393,4.483613,Real,-0.04
12.8210335,4.475889,Real,-0.06
13.880526,9.795489,Real,-0.1
14.917387,5.2879906,Real,-0.41
13.826468,8.59081,Real,-0.14
13.718044,8.421488,Real,-0.31
14.163315,8.2307,Real,-0.48
14.72025,6.2865024,Real,0.79
13.601753,5.698202,Real,0.24
13.839394,5.409267,Real,0.1
12.473623,4.435932,Real,-0.06
13.816285,5.076142,Real,-0.28
13.817997,4.954856,Real,-0.31
14.4305525,10.4234705,Real,1.3
13.824812,5.001627,Real,0.02
14.162178,10.429457,Real,-0.15
13.573457,5.950534,Real,0.16
14.025044,7.669424,Real,-0.12
14.086759,7.049711,Real,-0.26
14.949667,6.7932906,Real,0.06
15.516309,5.9385505,Real,-0.01
15.009862,9.578739,Real,-0.27
14.8318615,7.397651,Real,0.58
15.098841,9.610718,Real,0.33
14.376557,5.1489334,Real,0.01
14.256138,6.7155123,Real,-0.13
14.717108,10.371247,Real,-0.22
14.451495,7.817271,Real,-0.47
14.902334,7.447717,Real,0.17
14.668713,7.1248474,Real,0.04
14.198481,5.206345,Real,-0.08
15.345459,3.1692436,Real,0.61
14.266987,5.028066,Real,0.15
14.348381,4.9621706,Real,-0.01
14.946712,9.196663,Real,0.1
14.850805,8.145693,Real,0.08
14.076854,5.243172,Real,-0.1
15.223918,8.753912,Real,0.68
14.034931,5.9430513,Real,0.31
13.9516735,6.3983994,Real,-0.24
10.922777,3.216118,Real,0.05
10.855483,3.1398346,Real,-0.01
10.902914,3.1893456,Real,-0.44
10.8927555,3.1831808,Real,1.35
11.021872,3.4233391,Real,0.24
10.983478,3.2524765,Real,-0.22
10.960057,3.209877,Real,0.2
10.961562,3.2838554,Real,0.2
10.958061,3.2366776,Real,-0.15
10.894828,3.1475742,Real,0.74
10.964901,3.2134662,Real,0.26
10.858603,3.1442585,Real,0.19
10.882914,3.1511836,Real,0.74
11.039122,3.2825036,Real,0.65
14.330705,10.486716,Real,-0.35
10.888742,3.1733425,Real,0.73
11.002205,3.2644882,Real,0.69
14.2594595,7.6983647,Real,-0.38
10.910396,3.183309,Real,1.0
10.967943,3.1823685,Real,0.67
12.320988,4.2357087,Real,0.15
10.930035,3.189666,Real,0.43
12.530863,3.8503702,Real,0.37
15.162947,6.593004,Real,-0.09
12.903561,4.7343626,Real,-0.01
11.458518,3.9463935,Real,-0.43
14.160427,4.7577004,Real,-0.87
15.86419,6.431636,Real,0.24
13.1814375,4.506924,Real,-0.18
13.736333,6.440933,Real,-0.68
14.387376,5.3843684,Real,-0.03
13.973509,4.6000876,Real,-0.09
13.798323,7.3159723,Real,-0.55
11.811336,3.554888,Real,0.5
11.659727,3.62979,Real,-0.41
14.022023,4.4359226,Real,-0.42
14.963889,9.362014,Real,0.02
15.619847,5.7415824,Real,-0.01
14.919677,9.091952,Real,-0.24
13.804328,6.387366,Real,0.05
13.928459,4.1183243,Real,0.01
14.693313,10.362449,Real,-0.34
12.402711,4.063331,Real,0.16
12.360064,3.6937826,Real,-0.02
12.347307,3.7144578,Real,-0.21
14.506721,8.606681,Real,0.32
14.297979,7.3589773,Real,-0.09
14.255233,8.081193,Real,-0.09
12.42257,3.7626617,Real,0.28
13.8344965,3.7827058,Real,0.25
14.015172,6.539462,Real,-0.72
14.237381,7.09395,Real,-0.31
14.096876,6.618433,Real,-0.68
13.092118,8.487316,Real,-0.86
15.356922,7.1223183,Real,-0.66
13.34614,4.869379,Real,-0.67
13.697434,4.9476333,Real,-2.01
14.098542,4.7051525,Real,-0.37
15.211182,7.0067906,Real,-0.46
13.916151,5.7094727,Real,-0.59
14.145071,5.4250455,Real,-0.27
15.251408,7.293592,Real,-0.87
14.242698,6.56857,Real,-1.04
13.868562,4.9810047,Real,-0.11
13.683808,5.0076823,Real,-0.47
14.236127,6.584054,Real,-0.74
13.36893,3.4658918,Real,1.19
13.508572,3.5630262,Real,0.69
14.477737,4.8669176,Real,0.15
15.865166,6.2600045,Real,0.2
14.188288,6.6671853,Real,0.03
15.914176,6.5494785,Real,-0.05
15.838788,6.066008,Real,0.61
15.881779,6.357775,Real,0.23
15.461429,8.995088,Real,-0.95
14.135786,6.390846,Real,0.16
14.195035,3.8209796,Real,0.1
14.163787,6.429258,Real,0.02
14.414254,6.588183,Real,0.15
14.030116,6.3595686,Real,0.05
14.081774,6.348362,Real,-0.5
14.296691,6.6538453,Real,-0.1
14.13158,10.56121,Real,-0.32
10.696789,10.262668,Real,-0.66
14.352506,6.2471128,Real,0.13
14.527289,9.349224,Real,-0.46
14.436396,9.076413,Real,-0.5
10.897994,10.524308,Real,-0.51
10.787784,10.299826,Real,-0.6
10.907477,10.52874,Real,-0.78
10.838852,10.255354,Real,0.45
10.871387,10.513982,Real,-0.74
10.839027,10.4627495,Real,-0.75
10.90809,10.472736,Real,-0.53
10.831175,10.432279,Real,-0.9
10.862047,10.493957,Real,-0.91
10.818212,10.549346,Real,-0.73
10.746322,10.345908,Real,-0.79
10.816496,10.465102,Real,-0.93
13.993059,4.668239,Real,0.11
14.690467,6.191229,Real,0.08
11.1403265,10.235105,Real,-0.69
10.745139,10.360427,Real,-0.66
10.665459,10.2395115,Real,-0.71
10.685829,10.344441,Real,-0.72
10.94894,10.365043,Real,-0.4
10.760388,10.398843,Real,-0.74
10.8612585,10.489864,Real,-0.8
10.72432,10.3770075,Real,-0.58
10.7789545,10.417996,Real,-0.71
10.768058,10.421913,Real,-0.72
10.828516,10.404906,Real,-0.52
10.769,10.4116335,Real,-0.7
10.924927,10.50975,Real,-0.73
14.928383,10.155618,Real,-0.09
14.936245,9.831066,Real,-0.36
14.574321,9.462207,Real,-0.48
14.950467,9.064621,Real,0.2
15.308368,7.6164336,Real,0.18
14.300783,4.453871,Real,-0.09
14.336487,6.7819157,Real,0.15
14.980325,9.252185,Real,0.12
14.611065,7.091191,Real,-0.38
15.362302,8.422832,Real,0.33
14.651867,8.911656,Real,0.33
15.920652,5.730015,Real,0.23
14.891794,5.47633,Real,0.15
14.876888,5.5947375,Real,0.1
16.166435,5.7758923,Real,0.1
15.8735485,6.051247,Real,0.75
14.135174,4.7718635,Real,0.2
14.426261,6.48123,Real,-0.05
15.969264,6.910126,Real,0.06
15.058737,7.6018395,Real,0.04
14.840927,5.7402086,Real,-0.21
14.429275,8.091331,Real,-0.07
13.891796,6.6423373,Real,-0.07
14.057989,6.922288,Real,-0.32
15.053553,9.496553,Real,0.14
14.745255,8.728858,Real,0.12
15.881939,6.3962474,Real,-0.01
15.107972,7.3377504,Real,0.05
14.714821,8.15846,Real,0.04
14.388477,7.2512603,Real,-0.05
14.229001,5.947215,Real,0.5
13.847848,6.1772842,Real,-0.19
13.765796,6.3905435,Real,-0.3
14.471614,10.342864,Real,0.24
15.041935,9.741014,Real,0.12
14.866288,10.162536,Real,0.01
14.798037,6.1271286,Real,0.25
15.264486,7.122904,Real,0.03
14.789282,6.7695994,Real,-0.13
14.455256,10.3852,Real,-0.04
14.453078,10.421915,Real,-0.09
14.661677,10.093639,Real,-0.33
14.336146,10.536206,Real,-0.03
15.110969,9.723255,Real,-0.11
14.397011,10.543446,Real,-0.15
15.062248,9.954418,Real,0.05
15.0805025,9.969189,Real,-0.02
15.320073,8.631674,Real,-0.09
15.015964,10.036413,Real,0.41
15.073211,9.901187,Real,0.12
14.625846,10.173867,Real,0.02
15.313529,9.391364,Real,0.72
14.7263565,9.999366,Real,0.06
14.824182,9.890933,Real,0.04
13.449004,3.723352,Real,0.14
15.015226,5.4248857,Real,0.02
14.31781,10.501958,Real,-0.24
14.985726,8.294495,Real,0.25
14.659493,9.15509,Real,-0.1
14.571487,9.148318,Real,-0.23
15.061137,8.173029,Real,-0.05
14.736135,9.186033,Real,-0.1
14.536247,9.006516,Real,-0.15
14.863506,9.720484,Real,-0.03
15.079589,6.9317293,Real,-0.13
14.667197,10.010399,Real,-0.4
14.613786,9.140996,Real,-0.21
15.04207,9.954183,Real,-0.22
14.667846,10.1095295,Real,-0.3
15.915979,3.8609738,Real,0.41
14.463866,6.6333137,Real,-0.09
14.30093,5.8055234,Real,-0.26
14.626356,8.849221,Real,0.03
15.287947,8.466991,Real,-0.12
14.608573,8.949846,Real,-0.22
15.864635,3.5727274,Real,0.64
15.028164,9.794821,Real,0.22
15.04438,7.6785226,Real,-0.37
15.383881,8.886437,Real,-0.04
14.814675,8.210408,Real,-0.21
16.182951,5.7634754,Real,-0.23
14.425057,6.7819433,Real,-0.12
14.386975,7.8845057,Real,-0.16
15.111478,9.9275,Real,-0.39
15.508043,8.802044,Real,0.06
15.08843,6.788073,Real,0.0
15.50392,8.671136,Real,-0.05
14.838829,6.018355,Real,0.16
14.523699,7.393106,Real,0.14
14.80934,6.0388446,Real,-0.07
12.369692,3.3725107,Real,0.34
15.06198,9.7130375,Real,-0.11
15.286845,9.104626,Real,-0.14
15.1770525,9.0891905,Real,-0.02
14.793224,9.854943,Real,-0.1
15.048264,8.138662,Real,-0.41
14.472086,10.36052,Real,0.16
14.330781,4.8183594,Real,0.1
14.61737,8.519861,Real,-0.1
15.296772,8.448939,Real,0.1
15.051403,9.608668,Real,0.06
15.25688,8.799193,Real,0.06
15.158743,9.218045,Real,0.4
14.730891,8.37171,Real,0.02
14.473638,6.8994675,Real,-0.18
14.244564,4.795193,Real,0.19
14.294691,4.7994814,Real,0.17
14.5198,6.6880145,Real,0.09
15.7725315,6.259726,Real,0.17
15.2943325,8.714083,Real,-0.01
14.68473,10.152647,Real,-0.22
15.179187,9.822496,Real,0.28
15.234618,7.092833,Real,0.07
15.377467,8.586303,Real,-0.02
14.820989,6.8425236,Real,0.07
14.746207,4.9734836,Real,-0.04
14.757972,7.2876897,Real,-0.07
15.2596445,6.8189077,Real,0.12
14.567117,9.7104845,Real,0.12
14.870817,7.944365,Real,0.0
14.068116,10.573685,Real,0.15
15.196533,8.685137,Real,-0.06
15.040964,9.759158,Real,-0.1
14.788898,8.708743,Real,0.14
12.681785,3.428452,Real,-0.25
14.805765,8.111145,Real,-0.33
15.122459,5.4042788,Real,0.38
14.16973,5.6159883,Real,0.26
14.00845,6.3707557,Real,-0.08
14.925271,9.460662,Real,0.16
14.688331,5.6545606,Real,-0.13
14.68518,6.0084634,Real,-0.23
13.356275,3.5791128,Real,0.06
14.976361,6.2335725,Real,-0.06
15.18973,6.77822,Real,-0.3
14.35136,6.499188,Real,0.07
14.347257,4.940425,Real,0.03
14.484156,6.5055285,Real,-0.03
13.940994,6.4254756,Real,-0.01
14.301111,8.007942,Real,-0.05
14.026971,6.340122,Real,-0.13
14.401123,5.918459,Real,0.34
13.399419,3.5820405,Real,-0.1
14.442507,5.92134,Real,-0.13
14.7266865,8.639774,Real,-0.07
15.195901,7.2012258,Real,-0.11
14.816878,9.789823,Real,-0.17
15.088082,7.172256,Real,-0.09
14.589726,8.4043255,Real,-0.19
14.345179,4.550568,Real,-0.34
15.225881,7.830659,Real,0.02
14.958647,7.746547,Real,0.01
15.58399,6.0494924,Real,-0.18
14.690711,7.021205,Real,0.33
14.194695,4.831354,Real,0.0
16.114138,5.6004944,Real,-0.03
14.911441,6.6962442,Real,0.27
14.758733,8.590268,Real,-0.01
14.513677,8.315104,Real,-0.15
14.598069,5.804027,Real,0.05
14.49188,7.409891,Real,-0.13
12.719254,3.3984728,Real,-0.2
15.056085,9.771042,Real,0.12
15.803778,6.147316,Real,0.08
15.04627,6.624543,Real,-0.17
12.737499,3.4371085,Real,0.17
14.631383,6.572918,Real,0.16
14.222773,7.268316,Real,-0.28
14.828673,9.799688,Real,0.21
14.779705,7.790225,Real,0.07
14.988836,7.8394923,Real,0.0
15.476563,6.8153195,Real,0.05
15.174446,8.114188,Real,0.0
14.353437,5.005534,Real,-0.36
13.270158,3.6312146,Real,-0.06
14.900564,9.809297,Real,-0.18
14.985253,9.362154,Real,-0.48
14.648588,4.7134204,Real,0.34
13.6295805,4.764307,Real,0.11
14.736674,7.828787,Real,-0.1
13.277899,3.6120524,Real,0.2
13.953773,5.004184,Real,0.0
14.6162815,5.713099,Real,0.0
13.354049,3.530252,Real,0.23
14.836443,9.7271185,Real,0.13
14.878317,8.328153,Real,-0.14
14.716934,8.509422,Real,0.03
14.264659,10.544658,Real,0.02
15.033899,5.902484,Real,-0.03
14.541593,8.269671,Real,0.22
13.828146,4.546855,Real,-0.11
13.233676,3.5625885,Real,-0.25
14.403669,7.449701,Real,0.02
14.855228,6.792392,Real,-0.02
14.744323,6.1385098,Real,-0.05
14.576429,5.5742846,Real,0.08
16.134766,5.6161237,Real,0.04
13.865831,4.552708,Real,-0.2
14.400008,10.382643,Real,-0.15
14.734852,7.886557,Real,-0.48
15.065645,9.6911955,Real,-0.81
14.16082,4.791798,Real,1.08
14.248575,5.5018215,Real,0.0
13.955371,6.1954207,Real,-0.25
14.331402,4.6743836,Real,0.09
14.744018,8.284599,Real,-0.02
14.572448,7.3282485,Real,-0.41
14.7438135,9.215862,Real,0.12
14.652019,10.057727,Real,0.04
15.41349,8.941906,Real,0.29
15.360783,8.625732,Real,0.11
15.364458,8.530293,Real,0.01
14.749162,6.818273,Real,0.15
16.066156,5.6075573,Real,0.06
15.228459,8.944628,Real,0.01
14.935254,6.4455695,Real,-0.02
14.898673,8.172424,Real,-0.4
8.775225,6.994286,Rand,
8.782341,4.70004,Rand,
8.752337,4.8580146,Rand,
8.670715,8.302541,Rand,
9.597489,5.6567564,Rand,
14.078082,9.402607,Rand,
8.772741,4.8447037,Rand,
10.111982,3.787695,Rand,
9.658476,4.7321215,Rand,
8.650469,4.496066,Rand,
8.800277,7.0900745,Rand,
11.962031,4.476759,Rand,
9.331622,8.947797,Rand,
9.423083,9.0322275,Rand,
12.298406,3.3311195,Rand,
9.767371,6.3895335,Rand,
9.027904,5.62893,Rand,
9.111679,5.76426,Rand,
8.359905,9.492016,Rand,
8.861908,4.763409,Rand,
8.902567,9.185864,Rand,
8.666868,5.1422806,Rand,
10.046104,3.844501,Rand,
11.3610325,7.2580237,Rand,
8.279787,9.447433,Rand,
9.1871395,5.175191,Rand,
8.346583,9.640427,Rand,
15.470363,8.644243,Rand,
9.217014,8.281194,Rand,
12.574452,3.540189,Rand,
8.847876,4.764758,Rand,
9.744036,5.212886,Rand,
8.138213,4.8040395,Rand,
8.499069,8.516645,Rand,
10.89431,3.1651857,Rand,
11.672133,4.261532,Rand,
8.678009,7.993292,Rand,
8.095288,8.983803,Rand,
8.594159,5.6856427,Rand,
10.160776,3.8122578,Rand,
8.722566,7.584867,Rand,
9.561076,7.940345,Rand,
9.263656,8.428459,Rand,
11.668024,6.379662,Rand,
9.063472,4.410775,Rand,
15.091564,2.8700678,Rand,
10.350535,4.7178817,Rand,
12.681475,5.390035,Rand,
9.009084,4.0446796,Rand,
9.658383,6.1372733,Rand,
9.801307,4.819476,Rand,
10.052705,5.181891,Rand,
8.592763,9.539209,Rand,
8.089296,4.7374496,Rand,
9.933562,5.5920196,Rand,
15.294895,2.7904918,Rand,
8.531783,9.355134,Rand,
10.272426,4.711337,Rand,
8.87042,5.63399,Rand,
9.937086,4.6821876,Rand,
9.852082,6.8715477,Rand,
8.754624,8.76545,Rand,
8.734786,4.6869335,Rand,
13.967782,10.560416,Rand,
9.110613,5.3692517,Rand,
10.041498,5.310837,Rand,
8.52512,4.455264,Rand,
8.830216,4.2876325,Rand,
9.140933,7.8890996,Rand,
8.36929,8.603152,Rand,
9.678048,6.4163284,Rand,
10.254176,6.4240007,Rand,
10.8107395,8.874921,Rand,
8.512928,5.8051534,Rand,
8.827662,8.7973385,Rand,
13.823097,10.417621,Rand,
10.418534,5.2330537,Rand,
8.22763,9.51473,Rand,
9.536276,5.94724,Rand,
8.694005,4.474201,Rand,
8.647088,8.244332,Rand,
9.135656,4.2102165,Rand,
10.999699,3.2249405,Rand,
9.380012,5.896584,Rand,
9.552461,7.672305,Rand,
9.060099,6.7072644,Rand,
8.822126,8.301418,Rand,
11.175263,4.342901,Rand,
9.724983,5.317476,Rand,
8.579833,4.3696747,Rand,
9.308114,7.3318844,Rand,
8.122465,9.195174,Rand,
10.706745,10.352325,Rand,
9.264771,4.2337103,Rand,
9.296216,7.020602,Rand,
8.721465,8.131524,Rand,
8.837342,4.872851,Rand,
8.427528,8.219333,Rand,
8.88759,6.825548,Rand,
14.369133,10.499955,Rand,
8.794579,4.496336,Rand,
9.782495,6.7816978,Rand,
8.215448,9.577942,Rand,
9.18488,8.442022,Rand,
8.560127,9.400962,Rand,
8.672671,4.752473,Rand,
9.726461,8.001137,Rand,
8.818785,4.7323256,Rand,
9.023044,6.030973,Rand,
10.648451,6.014357,Rand,
8.749421,5.972801,Rand,
9.9665165,5.742397,Rand,
10.340974,4.62275,Rand,
9.422927,4.2395105,Rand,
8.82012,7.1380687,Rand,
8.371639,8.949269,Rand,
9.264393,5.4155865,Rand,
12.581242,9.167535,Rand,
8.131621,4.9105954,Rand,
8.700569,8.412127,Rand,
10.343709,5.460216,Rand,
8.125079,9.64238,Rand,
8.634201,8.170251,Rand,
9.983298,4.5754337,Rand,
8.726295,6.4572144,Rand,
9.085447,4.2941365,Rand,
8.677185,8.43663,Rand,
8.835924,5.564845,Rand,
9.559833,5.620727,Rand,
8.232273,9.479277,Rand,
10.057711,4.0011673,Rand,
9.5461855,8.293116,Rand,
8.461592,8.501289,Rand,
16.106623,7.6985807,Rand,
8.607742,8.205412,Rand,
8.70537,8.875728,Rand,
8.698568,8.834307,Rand,
8.911721,5.0780964,Rand,
8.935897,5.0958686,Rand,
9.958964,6.043927,Rand,
8.588966,9.50339,Rand,
8.982113,5.756903,Rand,
8.530717,7.8711796,Rand,
8.7774935,5.8587255,Rand,
8.969622,8.124342,Rand,
8.968615,7.026634,Rand,
9.392068,8.8862295,Rand,
8.628747,5.1875796,Rand,
9.01688,3.9161432,Rand,
8.838574,4.305002,Rand,
9.335952,5.843623,Rand,
9.730033,4.745047,Rand,
9.025242,6.5317945,Rand,
9.384367,8.070208,Rand,
10.467171,5.6447735,Rand,
9.070978,8.455922,Rand,
8.914985,6.9377904,Rand,
9.184302,3.7400584,Rand,
14.340358,10.612693,Rand,
15.662018,3.0071514,Rand,
9.004434,6.366979,Rand,
8.77246,6.689052,Rand,
9.102253,3.7663596,Rand,
9.086213,6.1727624,Rand,
9.354197,7.7929053,Rand,
8.404723,9.150055,Rand,
9.698704,9.086783,Rand,
8.641288,9.301653,Rand,
